numero,codiceQuiz,testo
1,368,Cosa sono i 'paradigmi scientifici' secondo Thomas Kuhn?
2,368,Cosa è il problema di Gettier?
3,368,Cosa è il realismo epistemologico?
4,368,Chi è il filosofo associato al falsificazionismo come criterio di scientificità?
1,369,Cosa è l'etica della virtù?
2,369,Cosa è il principio di giustizia di Rawls?
3,369,Chi è il fondatore dell'etica kantiana?
1,370,Cosa è il Corano?
2,370,Cosa è il monoteismo?
3,370,Quale testo è sacro per l'Ebraismo?
4,370,Quante sono le religioni abramitiche principali?
1,371,Cosa è lo stile corinzio nell'architettura greca?
2,371,Quale città antica fu sepolta dall'eruzione del Vesuvio nel 79 d.C.?
3,371,Cosa è la ceramica a figure rosse dell'Attica?
1,372,Cosa è la numismatica?
2,372,Cosa è il dritto di una moneta?
3,372,Quale fu la prima moneta d'oro coniata nell'Europa medievale?
4,372,Cosa è una moneta 'ex-voto'?
5,372,Come si chiama la tecnica di falsificazione che aggiunge cifre al valore nominale?
1,373,Come si chiama la lingua poetica dei trovieri del nord della Francia?
2,373,Cosa sono i trovatori nella letteratura medievale?
3,373,Chi è Chrétien de Troyes?
1,374,Quale imperatore romano costruì il famoso muro in Britannia?
1,375,Cosa è la 'Strafexpedition' del 1916?
2,375,In quale anno scoppiò la Prima Guerra Mondiale?
3,375,Quale accordo pose fine alla Prima Guerra Mondiale?
4,375,Quale paese entrò in guerra nel 1917 modificando l'equilibrio delle forze?
5,375,Cosa è la 'Battaglia della Somme' del 1916?
1,376,Quali erano le potenze dell'Asse?
2,376,Cosa è l'Olocausto?
3,376,Cosa è la Resistenza italiana?
1,377,Cosa si intende per 'stato fallito'?
2,377,Cosa è il G20?
3,377,Cosa è il concetto di 'soft power'?
1,378,Cosa è la 'Responsabilità di Proteggere' (R2P)?
2,378,Cosa è il 'balance of power'?
3,378,Cosa è la globalizzazione nelle RI?
1,379,Quale imperatore cinese unificò la Cina e costruì la Grande Muraglia?
2,379,Quale guerra del XX secolo si combatté tra Nord e Sud Corea?
1,380,Quale città africana è la più popolosa del continente?
2,380,Chi fu il primo presidente della Namibia post-indipendenza?
1,381,Cosa è il 'blues'?
2,381,In quale città americana nacque il jazz?
1,382,Quale voce maschile è la più alta nell'opera lirica?
2,382,Chi è il compositore de 'La Traviata' e 'Rigoletto'?
3,382,Quale opera di Puccini si svolge nella Parigi bohémienne?
4,382,Cosa è l'aria nell'opera lirica?
1,383,Chi compose 'Bohemian Rhapsody'?
1,384,Chi è Berthe Morisot?
1,385,Cosa è la policromia nella scultura antica?
2,385,Quale stile scultoreo romano è caratterizzato da ritratti realistici dei defunti?
1,386,Quale principio caratterizza l'architettura di Le Corbusier?
2,386,Chi progettò il Guggenheim Museum di Bilbao?
3,386,Cosa è il Movimento Moderno in architettura?
4,386,Chi progettò la Casa sulla Cascata (Fallingwater)?
1,387,Cosa è il design sostenibile?
2,387,Chi è Dieter Rams?
3,387,Cosa è la 'obsolescenza programmata'?
1,388,Cosa è il diaframma in una fotocamera?
2,388,Cosa è la profondità di campo?
3,388,Chi è Henri Cartier-Bresson?
4,388,Cosa è la regola dei terzi nella composizione fotografica?
1,389,Chi sono i fratelli Lumière?
2,389,Chi è Alfred Hitchcock?
3,389,Quale fu il primo film sonoro della storia?
4,389,Chi diresse 'Quarto potere' (Citizen Kane)?
1,390,Quale scrittore messicano è noto per il romanzo 'Pedro Páramo'?
2,390,Quale poesia è associata a Pablo Neruda?
1,391,Quale poeta italiano è il maggior esponente dell'ermetismo?
2,391,Chi scrisse 'Il Prufrock di J. Alfred' e vinse il Nobel nel 1948?
3,391,Cosa è la 'Beat Generation' in poesia?
1,392,Chi scrisse 'Ulisse'?
2,392,Cosa è il 'flusso di coscienza' come tecnica narrativa?
3,392,Cosa è il 'modernismo' in letteratura?
1,393,Chi ha scritto 'Il nome della rosa'?
2,393,Cosa è il 'digital novel'?
3,393,Chi è Haruki Murakami?
1,394,Cosa distingue un graphic novel da un fumetto tradizionale?
2,394,Chi è Chris Ware?
3,394,Chi è Art Spiegelman?
4,394,Chi ha creato 'Watchmen'?
1,395,Chi ha creato Corto Maltese?
1,396,Cosa è un 'achievement' (trofeo) in un videogioco?
2,396,Quale videogioco ha venduto più copie nella storia?
3,396,Chi è Mario nella cultura pop dei videogiochi?
4,396,Cosa è il 'gaming disorder' secondo l'OMS?
1,397,Quale paese è considerato la culla della cucina gastronomica occidentale?
2,397,Cosa è la 'nouvelle cuisine'?
3,397,Cosa è il 'umami'?
4,397,Cosa è il 'sous vide'?
1,398,In quale regione italiana si produce il Barolo?
2,398,Cosa è la 'denominazione di origine controllata e garantita' (DOCG)?
1,399,Cosa è l'Amarone della Valpolicella?
2,399,Quale vino rosso toscano è considerato il più pregiato d'Italia?
3,399,Da quale vitigno si produce il Barolo?
4,399,Cosa è il Primitivo di Manduria?
1,400,Cosa è il 'latte art'?
2,400,Cosa è il caffè 'specialty'?
1,401,Cosa sono i 'bouquet' nel vino?
2,401,Cosa analizza la 'degustazione visiva' di un vino?
1,402,Quante discipline comprende il biathlon?
2,402,Quale nazione ha vinto più medaglie d'oro nello sci alpino nella storia dei Giochi Olimpici?
1,403,Quale disciplina olimpica prevede la discesa su kayak in acque mosse?
1,404,Cosa è la marcia atletica?
2,404,Quale disciplina di atletica prevede il salto oltre un'asticella?
3,404,Cosa è il decathlon?
1,405,In quale anno l'Italia vinse il suo quarto Campionato del Mondo?
2,405,Quale squadra ha vinto più Coppe del Mondo?
3,405,In quale anno si svolse il primo Campionato del Mondo di calcio?
4,405,Cosa è il 'fuorigioco' nel calcio?
1,406,Quanti giocatori per squadra sono in campo nel basket?
2,406,Chi è Michael Jordan?
1,407,Cosa è il 'tie-break' nel tennis?
2,407,Cosa è un 'ace' nel tennis?
3,407,Chi è la tennista con più titoli del Grande Slam nella storia femminile?
4,407,Quante partite ha una competizione a 5 set in un Grande Slam maschile?
1,408,Cosa è la 'pole position' in Formula 1?
2,408,Cosa è il 'pit stop' in Formula 1?
3,408,Quale pilota ha vinto più campionati del mondo di Formula 1?
4,408,Quale circuito ospita il Gran Premio di Monaco?
5,408,Dove si svolge il Gran Premio d'Italia di Formula 1?
1,409,Cosa è la classe Moto GP?
2,409,Chi è il pilota con più titoli mondiali nella classe regina del motociclismo?
3,409,Cosa è il 'long lap penalty' in Moto GP?
1,410,Cosa è il 'peloton'?
1,411,Cosa è l'Arrocco negli scacchi?
2,411,Quante caselle ha la scacchiera?
3,411,Cosa è la FIDE?
1,412,Cosa è il 'tressette' nel gioco italiano?
2,412,Come si chiama il gioco di carte in cui l'obiettivo è totalizzare 21 punti?
3,412,Cosa è la 'briscola' nel gioco italiano?
1,413,Cosa è il 'Texas Hold'em'?
2,413,Cosa è l''all-in' nel poker?
3,413,Cosa è un 'tell' nel poker?
4,413,Cosa è la 'posizione' nel poker?
1,414,Cosa è la 'punta' nella danza classica?
2,414,Cosa è la 'prima ballerina assoluta'?
3,414,Quale balletto di Tchaikovsky racconta la storia di una principessa trasformata in cigno?
1,415,Cosa è la 'catarsi' nel teatro greco?
2,415,Cosa è il 'quarto muro' nel teatro?
3,415,Chi scrisse 'Aspettando Godot'?
4,415,Cosa è il 'teatro dell'assurdo'?
1,416,Cosa è il 'clown' nel circo tradizionale?
2,416,Chi è Philippe Petit?
3,416,Chi è il Cirque du Soleil?
1,417,Quale monumento è considerato il simbolo dell'Acropoli di Atene?
2,417,Quale città-stato greca era nota per il suo sistema militare e l'addestramento spartano?
1,418,Quali gruppi funzionali appartengono alla chimica organica?
2,418,Qual è il monomero del polietilene?
1,419,Qual è l'unità di misura della forza nel SI?
2,419,Quale principio spiega perché un razzo si muove nello spazio?
1,420,Chi vinse il Premio Nobel per la Letteratura nel 1997?
1,421,"Nella capitalizzazione composta, gli interessi maturati vengono?"
2,421,Qual è la formula dell'interesse semplice?
3,421,Cosa calcola il tasso di interesse semplice?
4,421,Cosa si intende per 'ammortamento' di un debito?
1,422,Quale tra questi è un organello esclusivo delle cellule vegetali?
2,422,Cosa sono i ribosomi?
3,422,Cosa contiene il nucleo cellulare?
1,423,Quale paese non fa parte dell'Unione Europea?
2,423,Qual è la capitale della Polonia?
1,424,Quale pianeta del sistema solare è il più grande?
2,424,Quante galassie si stima contenga l'universo osservabile?
3,424,Quale pianeta è noto per i suoi anelli?
1,425,Come si dice 'acqua' in spagnolo?
2,425,Quale lingua neolatina ha il maggior numero di parlanti nel mondo?
3,425,Come si chiama la fase intermedia tra latino e italiano che produsse le prime scritture volgari?
4,425,Quale documento italiano è considerato la prima attestazione scritta in volgare?
5,425,Quali lingue derivano dal Latino volgare?
1,426,L'arazzo di Bayeux raffigura quale evento storico?
2,426,Cosa sono i codici miniati medievali?
3,426,Quale stile architettonico precedette il gotico nell'Europa medievale?
4,426,Quale tecnica artistica era comune nell'arte bizantina?
1,427,Chi diresse 'Ladri di biciclette'?
2,427,Quale film di Ingmar Bergman è ambientato in una lunga notte estiva svedese?
3,427,Il Neorealismo italiano nacque principalmente durante?
1,428,In quale regione italiana si produce il Parmigiano Reggiano DOP?
2,428,Qual è il dolce tipico della Campania consumato a Natale?
1,429,Cosa significa RAM?
2,429,Quale tra questi è un sistema operativo open source?
3,429,Quale linguaggio di markup viene usato per creare pagine web?
4,429,Cosa è un algoritmo?
5,429,Cosa fa un compilatore?
1,430,Il diritto di voto in Italia spetta ai cittadini che abbiano compiuto?
1,431,Quale tipo di costo non varia al variare della produzione?
2,431,La leva finanziaria misura?
1,432,Quale compositore romantico è noto per i suoi notturni per pianoforte?
2,432,Chi compose la Quinta Sinfonia in Do minore?
3,432,Chi compose 'Le quattro stagioni'?
4,432,Quale periodo musicale è caratterizzato dall'armonia tonale e dalla simmetria delle forme?
1,433,Cosa sosteneva la scuola atomista di Democrito?
2,433,Cosa significa il termine 'catarsi' nella filosofia di Aristotele?
3,433,Chi fu il maestro di Platone?
1,434,Quante vertebre ha la colonna vertebrale umana?
2,434,Quale struttura connette muscolo e osso?
3,434,Qual è l'osso più lungo del corpo umano?
1,435,Cosa è la catena alimentare?
2,435,Cosa misura l'impronta ecologica?
1,436,Chi detiene il record mondiale nei 100 metri piani maschili?
2,436,Quante discipline sportive erano presenti alle Olimpiadi di Parigi 2024?
1,437,Cosa è il pensiero critico?
2,437,Cosa si intende per 'bias cognitivo'?
3,437,Il modello di elaborazione dell'informazione paragona la mente a?
4,437,Cosa è la memoria di lavoro?
1,438,Chi è considerato il padre della sociologia urbana moderna?
2,438,Cosa studia la 'segregazione urbana'?
3,438,Cosa è uno 'sprawl urbano'?
4,438,Cosa sono le 'megalopoli'?
1,439,In quale città italiana nacque il Rinascimento nel XIV-XV secolo?
2,439,Cosa caratterizza l'Umanesimo rinascimentale?
3,439,Chi affrescò la Cappella Sistina?
1,440,A quale epoca appartiene William Shakespeare?
2,440,Chi scrisse 'La ballata del vecchio marinaio'?
1,441,Cosa è la logica proposizionale?
2,441,Cosa studia la matematica discreta?
3,441,Quale struttura dati implementa il principio LIFO?
4,441,Cosa è la complessità computazionale O(n log n)?
5,441,Cosa è un grafo in matematica discreta?
1,442,Cosa è un router?
2,442,Su quale livello del modello OSI opera il protocollo TCP?
3,442,Cosa significa 'IP' in informatica?
1,443,Cosa è la ricorsione in programmazione?
2,443,Cosa calcola l'algoritmo di Dijkstra?
3,443,Cosa è un albero binario di ricerca (BST)?
4,443,Quale struttura dati usa il principio FIFO?
1,444,Cosa misura il CTR (Click-Through Rate)?
2,444,Cosa significa SEO?
3,444,Cosa è il social media marketing?
1,445,Cosa è il business plan?
2,445,Cosa analizza la SWOT analysis?
3,445,Cosa è il lean management?
1,446,Cosa è l'Arte Astratta?
2,446,Quale artista è noto per i suoi orologi molli nel 'quadro La persistenza della memoria'?
1,447,Cosa è la sovrapposizione quantistica?
2,447,Chi propose il modello atomico a strati con livelli energetici quantizzati?
3,447,Cosa è il gatto di Schrödinger?
4,447,Cosa è la costante di Planck?
1,448,Qual è la formula chimica dell'acido solforico?
2,448,Cosa è l'elettronegatività di un elemento?
1,449,A quale profondità vive la fauna abissale?
2,449,Cosa è la barriera corallina?
3,449,Cos'è il plancton?
4,449,Come si chiama il processo per cui alcune piante marine producono ossigeno?
1,450,Come si misura la magnitudo di un terremoto?
2,450,Cosa è la lava?
1,451,Come si chiama il vento caldo e secco che soffia dal Sahara verso il Mediterraneo?
2,451,Cosa è l'umidità relativa?
1,452,Cosa è la sintassi?
1,453,Cosa è il Teorema di Fermat nell'aritmetica modulare?
2,453,Cosa è l'algoritmo di Euclide?
3,453,Cosa è un numero primo?
4,453,Cosa è la funzione hash in crittografia?
1,454,Cosa è il tallone d'Achille?
2,454,Qual è il nome del fiume degli inferi nella mitologia greca?
3,454,Chi era Ulisse (Odisseo) nella mitologia greca?
4,454,Chi era il dio romano della guerra?
1,455,Quando terminò il Medioevo secondo la tradizione storiografica?
2,455,Quale imperatore fu incoronato da Papa Leone III nell'800 d.C.?
3,455,Quando convenzionalmente inizia il Medioevo?
4,455,Cosa è la Peste Nera?
1,456,Cosa è il Diwali?
2,456,"Quale filosofia cinese enfatizza l'armonia sociale, il rispetto e la pietà filiale?"
3,456,Cosa è il Tao nel Taoismo?
1,457,Chi scrisse 'Delitto e Castigo'?
2,457,In quale opera Gogol descrive le avventure di Chichikov che compra 'anime morte'?
3,457,Cosa è lo stile del 'realismo critico' nella letteratura russa del XIX secolo?
4,457,Chi scrisse 'Il Gabbiano' e 'Il Giardino dei Ciliegi'?
1,458,Cosa è la globalizzazione economica?
2,458,Cosa è l'economia di scala?
3,458,Quale organizzazione internazionale supervisiona il commercio mondiale?
1,459,Quale invertebrato è il più intelligente?
2,459,A quale ordine appartengono i pipistrelli?
3,459,Quale animale è il più grande vivente sulla Terra?
4,459,Cosa distingue i mammiferi dagli altri vertebrati?
5,459,Cosa è la partenogenesi?
1,460,Qual è la funzione principale della clorofilla nelle piante?
2,460,Come si chiama il processo di trasporto dell'acqua dalla radice alle foglie?
1,461,Cosa è la biodisponibilità di un farmaco?
2,461,Cosa è la farmacocinetica?
3,461,Cosa sono i farmaci generici?
1,462,Quale organizzazione internazionale fu fondata nel 1945 con l'obiettivo di mantenere la pace mondiale?
2,462,Quale documento internazionale del 1948 sancisce i diritti fondamentali dell'uomo?
3,462,Cosa è la sovranità statale?
1,463,Chi inventò la macchina a vapore moderna nel XVIII secolo?
2,463,Quale invenzione di Gutenberg (1450 circa) rivoluzionò la diffusione del sapere?
3,463,Chi inventò il telefono nel 1876?
1,464,Cosa è la cinematica inversa in robotica?
2,464,Chi coniò il termine 'robot' nel 1920?
3,464,Quale sensore viene comunemente usato per permettere ai robot di percepire la profondità?
1,465,Cosa è l'apprendimento automatico (machine learning)?
2,465,Cosa è il test di Turing?
1,466,Cosa è l'overfitting?
2,466,Cosa è un albero decisionale?
3,466,Cosa è il gradient descent?
4,466,Cosa è la cross-validation?
1,467,Cosa è l'intervallo di confidenza al 95%?
2,467,Cosa è il p-value in un test statistico?
3,467,Cosa misura la deviazione standard?
4,467,Cosa è la media aritmetica?
1,468,Quale metodo numerico approssima un integrale dividendo l'intervallo in trapezi?
1,469,Cosa è un omeomorfismo in topologia?
2,469,Cosa è la caratteristica di Eulero di una superficie?
3,469,Cosa studia la teoria dei nodi in topologia?
1,470,Cosa è il 'dilemma del prigioniero'?
2,470,Cosa è l'equilibrio di Nash?
3,470,Cosa studia la teoria dei giochi evolutivi?
1,471,Cosa afferma il cogito cartesiano?
2,471,Chi è il fondatore del pragmatismo americano?
3,471,Cosa è il nichilismo in filosofia?
1,472,Chi è il filosofo associato al falsificazionismo come criterio di scientificità?
2,472,Cosa è lo scetticismo epistemologico?
3,472,Cosa sono i 'paradigmi scientifici' secondo Thomas Kuhn?
1,473,Cosa è il principio di giustizia di Rawls?
2,473,Cosa è l'imperativo categorico di Kant?
3,473,Cosa è la bioetica?
4,473,Chi è il fondatore dell'etica kantiana?
5,473,Cosa è l'utilitarismo?
1,474,Cosa è il Nirvana nel Buddhismo?
2,474,Cosa è il panteismo?
3,474,Cosa è il Corano?
1,475,Quale strumento usa l'archeologia per datare reperti organici?
2,475,Cosa è un'anfora nell'antichità classica?
3,475,Quale civiltà costruì la città di Troia?
4,475,Cosa è lo stile corinzio nell'architettura greca?
5,475,Dove si trova la celebre statua greca del Discobolo?
1,476,Cosa è una moneta 'ex-voto'?
2,476,Cosa è la numismatica?
1,477,Cosa sono i trovatori nella letteratura medievale?
2,477,Cosa studia la filologia romanza?
3,477,Quale testo italiano del XIII secolo rappresenta la prima grande opera in volgare?
1,478,Cosa è il 'cursus honorum' romano?
2,478,In quale data convenzionale si colloca la fondazione di Roma?
3,478,Quando cadde l'Impero Romano d'Occidente?
4,478,Cosa è il Senato romano?
1,479,In quale anno scoppiò la Prima Guerra Mondiale?
2,479,Cosa è la 'Battaglia della Somme' del 1916?
1,480,In quale anno iniziò la Seconda Guerra Mondiale?
2,480,In quale data avvenne lo sbarco in Normandia (D-Day)?
3,480,Cosa è l'Olocausto?
1,481,Cosa è il concetto di 'soft power'?
2,481,Cosa è il Consiglio di Sicurezza dell'ONU?
1,482,Cosa è la deterrenza nucleare?
2,482,Cosa è la globalizzazione nelle RI?
1,483,Cosa è la Via della Seta?
2,483,Chi fu il fondatore dell'Impero Mongolo?
1,484,Chi fu il primo presidente della Namibia post-indipendenza?
2,484,Cosa è l'apartheid?
3,484,Quale religione è prevalente nel Nord Africa?
1,485,Chi è Miles Davis?
2,485,Cosa è lo 'scat singing'?
3,485,Cosa è il 'blues'?
4,485,Quale strumento è più associato a Thelonious Monk?
1,486,Cosa è il libretto in un'opera lirica?
2,486,Cosa è l'aria nell'opera lirica?
3,486,Chi è il compositore de 'La Traviata' e 'Rigoletto'?
4,486,Chi compose il 'Barbiere di Siviglia'?
1,487,Cosa è il 'grunge'?
2,487,Cosa è il 'punk rock'?
3,487,Quale evento del 1969 è simbolo della controcultura hippie e del rock?
4,487,Chi compose 'Bohemian Rhapsody'?
1,488,"Chi dipinse 'Impressione, levar del sole' che diede nome al movimento?"
2,488,Chi dipinse 'Le grandi bagnanti' e fondò il Post-Impressionismo?
1,489,Quale scultura greca è considerata il simbolo della bellezza ideale maschile?
2,489,Cosa è la policromia nella scultura antica?
3,489,Con quale materiale lavoravano principalmente gli scultori greci classici?
1,490,Cosa è il Movimento Moderno in architettura?
2,490,Cosa è il curtain wall nell'architettura moderna?
3,490,Chi progettò la Casa sulla Cascata (Fallingwater)?
1,491,Cosa è il prototipo nel processo di design industriale?
2,491,Cosa è il design 'form follows function'?
3,491,Chi è Raymond Loewy?
1,492,Cosa è la profondità di campo?
2,492,Cosa è il diaframma in una fotocamera?
3,492,Cosa è la regola dei terzi nella composizione fotografica?
1,493,Cosa è il montaggio nel cinema?
2,493,Cosa è il cinema verité?
3,493,Chi diresse 'Quarto potere' (Citizen Kane)?
1,494,Cosa è il 'realismo magico'?
2,494,Chi scrisse 'Cent'anni di solitudine'?
1,495,Cosa è la poesia concreta?
2,495,Chi scrisse 'Il Prufrock di J. Alfred' e vinse il Nobel nel 1948?
3,495,Quale poeta italiano è il maggior esponente dell'ermetismo?
1,496,Cosa è il 'postmodernismo' in letteratura?
1,497,Cosa è l'autofiction?
2,497,Chi ha scritto 'Se una notte d'inverno un viaggiatore'?
1,498,Cosa è 'Persepolis'?
2,498,Cosa distingue un graphic novel da un fumetto tradizionale?
3,498,Chi ha creato 'Watchmen'?
1,499,Chi è Zerocalcare?
2,499,Chi ha creato Corto Maltese?
1,500,Cosa è il 'gaming disorder' secondo l'OMS?
2,500,Quale titolo è considerato il primo videogioco commerciale della storia?
3,500,Chi è Mario nella cultura pop dei videogiochi?
1,501,Quale paese è considerato la culla della cucina gastronomica occidentale?
2,501,Cosa è il 'sous vide'?
1,502,Quale vitigno è usato per produrre il Brunello di Montalcino?
2,502,In quale regione italiana si produce il Barolo?
1,503,In quale regione si produce il Vermentino di Gallura DOCG?
2,503,Da quale vitigno si produce il Barolo?
3,503,Cosa è il Prosecco?
1,504,Qual è la temperatura ideale dell'acqua per estrarre un espresso?
1,505,Cosa significa 'persistenza aromatica' in un vino?
2,505,Quale tipo di bicchiere è indicato per un vino bianco giovane?
3,505,Cosa sono i 'bouquet' nel vino?
1,506,Cosa è il 'mogul' nello sci freestyle?
2,506,In quale anno lo sci alpino fu introdotto ai Giochi Olimpici Invernali?
1,507,Cosa è la Coppa America nella vela?
2,507,Quale disciplina olimpica prevede la discesa su kayak in acque mosse?
1,508,Cosa è la maratona?
2,508,Come si misura il lancio del giavellotto?
3,508,Cosa è la marcia atletica?
4,508,Quale disciplina di atletica prevede il salto oltre un'asticella?
1,509,Cosa è il 'fuorigioco' nel calcio?
2,509,In quale anno si svolse il primo Campionato del Mondo di calcio?
3,509,Chi è considerato il più grande calciatore di tutti i tempi da molti esperti?
4,509,Cosa è il VAR nel calcio moderno?
1,510,Quanti giocatori per squadra sono in campo nel basket?
2,510,Quanti secondi ha una squadra per tirare nel basket NBA?
3,510,Cosa è il 'tiro libero' nel basket?
1,511,Quante partite ha una competizione a 5 set in un Grande Slam maschile?
2,511,Cosa è il 'tie-break' nel tennis?
3,511,Su quale superficie si gioca Wimbledon?
4,511,Quanti Slam ha vinto Novak Djokovic (aggiornato al 2024)?
1,512,Cosa è la 'pole position' in Formula 1?
2,512,Dove si svolge il Gran Premio d'Italia di Formula 1?
3,512,Cosa è la DRS in Formula 1?
4,512,Cosa è il 'pit stop' in Formula 1?
5,512,Quale circuito ospita il Gran Premio di Monaco?
1,513,Cosa è il 'long lap penalty' in Moto GP?
2,513,Chi è il pilota con più titoli mondiali nella classe regina del motociclismo?
1,514,Cosa è lo 'strappo' nel ciclismo?
2,514,Cosa è il 'peloton'?
3,514,Cosa rappresenta la 'maglia gialla' al Tour de France?
1,515,Come si muove il cavallo negli scacchi?
1,516,Cosa è il 'tressette' nel gioco italiano?
2,516,Quante carte ha un mazzo standard?
3,516,Cosa è il 'bridge' come gioco di carte?
4,516,Cosa è la 'briscola' nel gioco italiano?
1,517,Cosa è il 'pot' nel poker?
2,517,Cosa è la 'posizione' nel poker?
1,518,Cosa è la 'punta' nella danza classica?
2,518,Chi è Rudolf Nureyev?
3,518,Quale balletto di Tchaikovsky racconta la storia di una principessa trasformata in cigno?
1,519,Quale drammaturgo norvegese scrisse 'Casa di bambola'?
2,519,Cosa è la 'catarsi' nel teatro greco?
3,519,Cosa è il 'teatro dell'assurdo'?
4,519,Cosa è il 'quarto muro' nel teatro?
1,520,Cosa è la 'commedia fisica' nelle arti performative?
2,520,Cosa è il 'nouveau cirque'?
3,520,Cosa è l'acrobatica aerea?
4,520,Chi è il Cirque du Soleil?
1,521,Chi era il principale filosofo accusato di corrompere la gioventù ad Atene?
2,521,Quale monumento è considerato il simbolo dell'Acropoli di Atene?
1,522,Qual è la formula molecolare del metano?
2,522,Quale tra questi è un idrocarburo aromatico?
3,522,Quali gruppi funzionali appartengono alla chimica organica?
1,523,La resistenza dell'aria è un esempio di forza?
2,523,Qual è l'unità di misura della forza nel SI?
3,523,Quale principio spiega perché un razzo si muove nello spazio?
4,523,Un corpo in moto rettilineo uniforme ha accelerazione pari a?
1,524,Qual è il titolo del capolavoro di Franz Kafka incentrato sulla metamorfosi?
2,524,Chi vinse il Premio Nobel per la Letteratura nel 1997?
3,524,Chi è l'autore di '1984'?
1,525,Qual è la formula dell'interesse semplice?
2,525,Cosa rappresenta il VAN (Valore Attuale Netto)?
3,525,Cosa si intende per 'ammortamento' di un debito?
4,525,Cosa misura la duration di un'obbligazione?
5,525,Cosa calcola il tasso di interesse semplice?
1,526,Cosa sono i ribosomi?
2,526,Il processo di fotosintesi avviene nei?
3,526,La membrana plasmatica è composta principalmente da?
4,526,Quale tra questi è un organello esclusivo delle cellule vegetali?
1,527,Il fiume Danubio sfocia in quale mare?
2,527,Quale paese europeo ha la superficie maggiore?
3,527,Qual è la capitale dell'Ungheria?
4,527,Quale paese non fa parte dell'Unione Europea?
1,528,Quale pianeta è noto per i suoi anelli?
2,528,Quale teoria descrive l'origine dell'universo?
3,528,Cosa è una nebulosa?
1,529,Quale lingua neolatina ha il maggior numero di parlanti nel mondo?
2,529,Il romeno appartiene alle lingue neolatine?
3,529,Quale trasformazione fonetica distingue l'italiano dal latino?
1,530,Quale tecnica artistica era comune nell'arte bizantina?
2,530,Cosa caratterizza l'architettura gotica?
1,531,Il Neorealismo italiano nacque principalmente durante?
2,531,Chi è il regista di '8½'?
3,531,Quale film di Ingmar Bergman è ambientato in una lunga notte estiva svedese?
1,532,La 'bagna cauda' è un piatto tipico di quale regione?
2,532,Qual è il dolce tipico della Campania consumato a Natale?
3,532,Quale pasta è tipica della cucina siciliana?
1,533,Quale linguaggio di markup viene usato per creare pagine web?
2,533,Quale sistema operativo è sviluppato da Apple per i Mac?
1,534,Cos'è il bicameralismo perfetto vigente in Italia?
2,534,Cosa sono i diritti inviolabili dell'uomo sanciti dalla Costituzione?
3,534,Quale organo in Italia esercita il controllo di legittimità costituzionale delle leggi?
4,534,Il diritto di voto in Italia spetta ai cittadini che abbiano compiuto?
1,535,Cosa misura il ROE (Return on Equity)?
2,535,Cos'è il break-even point?
3,535,Cosa è il WACC?
1,536,Chi compose 'Le quattro stagioni'?
2,536,Cosa è il bel canto?
1,537,Cosa studia l'etica nella filosofia greca?
2,537,Cosa sosteneva la scuola atomista di Democrito?
3,537,Cosa significa il termine 'catarsi' nella filosofia di Aristotele?
1,538,Quante vertebre ha la colonna vertebrale umana?
2,538,In quale parte del cervello si trovano i centri del linguaggio?
3,538,Qual è l'osso più lungo del corpo umano?
4,538,Quale organo produce l'insulina?
1,539,Cosa è la catena alimentare?
2,539,Quale accordo internazionale mira a ridurre le emissioni di gas serra?
3,539,Cosa si intende con 'specie invasiva'?
1,540,Quale sport prevede la gara di 'sincronizzato' in piscina?
2,540,"Il motto olimpico 'Citius, Altius, Fortius' significa?"
1,541,Il modello di elaborazione dell'informazione paragona la mente a?
2,541,Cosa è la memoria di lavoro?
3,541,Cosa studia la psicologia cognitiva?
4,541,Cosa è il pensiero critico?
1,542,La 'Scuola di Chicago' è famosa per i suoi studi su?
2,542,Cosa studia la 'segregazione urbana'?
3,542,Cosa sono le 'megalopoli'?
4,542,Cosa è uno 'sprawl urbano'?
1,543,Chi affrescò la Cappella Sistina?
2,543,Quale invenzione di Gutenberg rivoluzionò la diffusione del sapere rinascimentale?
3,543,Chi è l'autore del 'Principe'?
1,544,Quale opera di Charles Dickens descrive la vita nell'Inghilterra vittoriana?
2,544,Chi scrisse 'Orgoglio e pregiudizio'?
3,544,In quale anno fu pubblicato 'Ulisse' di James Joyce?
1,545,Cosa è la logica proposizionale?
2,545,Cosa studia la matematica discreta?
3,545,Cosa è la complessità computazionale O(n log n)?
1,546,Cosa è un indirizzo MAC?
2,546,Qual è la differenza tra TCP e UDP?
3,546,Cosa è un router?
1,547,Cosa è la ricorsione in programmazione?
2,547,Qual è la complessità temporale della ricerca binaria nel caso peggiore?
3,547,Cosa è una tabella hash?
4,547,Cosa calcola l'algoritmo di Dijkstra?
5,547,Cosa è un albero binario di ricerca (BST)?
1,548,Cosa significa SEO?
2,548,Cosa è un KPI nel marketing digitale?
3,548,Cosa è il 'content marketing'?
1,549,Cosa è il management per obiettivi (MBO)?
2,549,Cosa è la catena del valore di Porter?
